,Food,Location,Week,Month,Amt_bought,Amt_Consumed,Wastage
3007,Chicken,Flip kitchen,1,1,8.8,0.3,8.5
3008,Pizza,Akino sushi,7,2,1.6,1.2,0.4
3009,Fries,Globe,4,1,9.2,6.4,2.8
3010,Pork,Akino sushi,6,2,7.2,6.5,0.7
3011,Pork,Chipotle,2,1,3.8,1.9,1.9
3012,Drumsticks,Akino sushi,11,3,6.1,2.7,3.4
3013,Pizza,Flip kitchen,7,2,9.7,2.6,7.1
3014,Salad,Flip kitchen,6,2,6.2,1.7,4.5
3015,Beef,Chipotle,3,1,3.5,3.1,0.4
3016,Parmesan cheese,Flip kitchen,9,3,5.8,3.5,2.3
3017,Parmesan cheese,Chick-fil-a,9,3,8.5,5.6,2.9
3018,Fries,Nue Vegan,6,2,6.8,2.0,4.8
3019,Parmesan cheese,Halal Guys,7,2,3.8,0.7,3.1
3020,Beef,Chick-fil-a,5,2,4.7,0.4,4.3
3021,Salad,Chipotle,8,2,3.0,1.3,1.7
3022,Pork,Chipotle,7,2,3.6,2.2,1.4
3023,Salad,Globe,8,2,7.5,5.7,1.8
3024,Tune,Halal Guys,11,3,5.9,0.3,5.6
3025,Pork,Globe,12,3,8.8,6.5,2.3
3026,Pizza,Akino sushi,8,2,1.1,0.9,0.2
3027,Fries,Globe,5,2,2.8,0.2,2.6
3028,Pizza,Halal Guys,11,3,4.6,1.2,3.4
3029,Drumsticks,Flip kitchen,4,1,2.6,2.3,0.3
3030,Beef,Chick-fil-a,11,3,6.4,6.1,0.3
3031,Tune,Globe,1,1,6.4,4.6,1.8
3032,Drumsticks,Halal Guys,7,2,4.2,0.7,3.5
3033,Pork,Chick-fil-a,1,1,6.7,0.9,5.8
3034,Tune,Chick-fil-a,7,2,6.9,1.3,5.6
3035,Pork,Chick-fil-a,4,1,8.3,5.2,3.1
3036,Beans,Flip kitchen,6,2,9.1,3.8,5.3
3037,Parmesan cheese,Halal Guys,8,2,5.2,3.8,1.4
3038,Pizza,Chick-fil-a,4,1,6.9,3.7,3.2
3039,Salad,Akino sushi,4,1,1.3,0.4,0.9
3040,Chicken,Flip kitchen,8,2,3.5,0.5,3.0
3041,Pizza,Ike's,2,1,7.6,1.8,5.8
3042,Parmesan cheese,Nue Vegan,12,3,4.2,0.2,4.0
3043,Chicken,Chick-fil-a,4,1,2.3,0.9,1.4
3044,Pork,Chipotle,12,3,8.0,0.1,7.9
3045,Beans,Flip kitchen,10,3,5.6,5.0,0.6
3046,Parmesan cheese,Halal Guys,11,3,4.6,2.9,1.7
3047,Chicken,Nue Vegan,8,2,4.9,1.7,3.2
3048,Pork,Globe,7,2,7.8,0.4,7.4
3049,Drumsticks,Chick-fil-a,4,1,9.8,3.8,6.0
3050,Drumsticks,Southside,6,2,1.3,1.0,0.3
3051,Beans,Southside,8,2,2.6,0.9,1.7
3052,Drumsticks,Ike's,10,3,2.1,1.4,0.7
3053,Tune,Globe,8,2,8.9,2.1,6.8
3054,Burger,Blaze pizza,5,2,3.2,2.9,0.3
3055,Tune,Southside,3,1,1.1,1.0,0.1
3056,Beans,Southside,4,1,4.5,1.5,3.0
3057,Pizza,Globe,12,3,9.2,2.7,6.5
3058,Parmesan cheese,Chick-fil-a,7,2,9.1,3.2,5.9
3059,Tune,Chipotle,8,2,1.0,0.2,0.8
3060,Tune,Globe,5,2,2.0,1.3,0.7
3061,Drumsticks,Chipotle,7,2,8.8,0.7,8.1
3062,Parmesan cheese,Akino sushi,3,1,3.5,1.8,1.7
3063,Beef,Chick-fil-a,3,1,7.9,1.9,6.0
3064,Pork,Nue Vegan,11,3,8.8,1.0,7.8
3065,Beans,Akino sushi,5,2,9.0,2.8,6.2
3066,Beef,Ike's,2,1,3.2,0.3,2.9
3067,Drumsticks,Chick-fil-a,3,1,9.7,2.9,6.8
3068,Beans,Chipotle,8,2,4.3,0.6,3.7
3069,Burger,Akino sushi,3,1,1.5,1.0,0.5
3070,Beef,Chipotle,8,2,3.4,2.6,0.8
3071,Pork,Blaze pizza,8,2,8.3,3.9,4.4
3072,Tune,Blaze pizza,2,1,7.2,5.2,2.0
3073,Beef,Blaze pizza,11,3,6.4,3.3,3.1
3074,Pizza,Flip kitchen,4,1,6.3,5.6,0.7
3075,Fries,Flip kitchen,7,2,8.1,0.2,7.9
3076,Beans,Halal Guys,2,1,9.9,8.4,1.5
3077,Pizza,Nue Vegan,1,1,8.7,5.5,3.2
3078,Beans,Halal Guys,1,1,2.2,0.5,1.7
3079,Parmesan cheese,Blaze pizza,11,3,5.3,4.8,0.5
3080,Drumsticks,Globe,3,1,5.7,4.8,0.9
3081,Salad,Southside,1,1,5.7,4.3,1.4
3082,Pizza,Akino sushi,10,3,7.2,6.8,0.4
3083,Pork,Nue Vegan,2,1,4.9,4.8,0.1
3084,Chicken,Nue Vegan,7,2,7.8,1.4,6.4
3085,Drumsticks,Nue Vegan,2,1,3.6,1.2,2.4
3086,Tune,Flip kitchen,1,1,9.1,2.3,6.8
3087,Pork,Southside,3,1,3.5,1.3,2.2
3088,Burger,Blaze pizza,3,1,6.0,4.9,1.1
3089,Fries,Akino sushi,10,3,6.4,5.5,0.9
3090,Chicken,Chick-fil-a,7,2,5.4,0.6,4.8
3091,Pizza,Akino sushi,1,1,1.9,0.7,1.2
3092,Chicken,Southside,10,3,5.5,3.9,1.6
3093,Tune,Southside,7,2,2.6,1.9,0.7
3094,Beans,Flip kitchen,8,2,9.7,0.1,9.6
3095,Salad,Chick-fil-a,5,2,8.6,7.9,0.7
3096,Tune,Globe,11,3,1.8,1.3,0.5
3097,Fries,Blaze pizza,12,3,8.9,3.7,5.2
3098,Tune,Nue Vegan,11,3,6.6,0.8,5.8
3099,Parmesan cheese,Blaze pizza,3,1,5.7,0.2,5.5
3100,Beans,Blaze pizza,10,3,1.7,1.3,0.4
3101,Burger,Globe,8,2,8.9,7.2,1.7
3102,Beef,Halal Guys,4,1,6.9,6.2,0.7
3103,Fries,Southside,10,3,7.9,3.7,4.2
3104,Salad,Chick-fil-a,2,1,2.5,1.9,0.6
3105,Chicken,Halal Guys,8,2,5.8,3.5,2.3
3106,Burger,Southside,5,2,2.9,1.5,1.4
3107,Pizza,Blaze pizza,1,1,1.7,1.0,0.7
3108,Parmesan cheese,Flip kitchen,3,1,4.1,2.6,1.5
3109,Burger,Ike's,5,2,2.3,0.1,2.2
3110,Parmesan cheese,Southside,6,2,3.4,0.8,2.6
3111,Drumsticks,Halal Guys,8,2,3.9,2.5,1.4
3112,Parmesan cheese,Halal Guys,7,2,7.2,0.7,6.5
3113,Pork,Globe,5,2,2.7,1.8,0.9
3114,Tune,Chick-fil-a,4,1,2.5,1.4,1.1
3115,Salad,Halal Guys,2,1,9.2,9.0,0.2
3116,Parmesan cheese,Flip kitchen,10,3,4.9,1.5,3.4
3117,Chicken,Chipotle,6,2,1.8,1.1,0.7
3118,Chicken,Chipotle,3,1,3.1,1.6,1.5
3119,Parmesan cheese,Akino sushi,5,2,7.1,5.3,1.8
3120,Pork,Southside,11,3,6.1,5.1,1.0
3121,Burger,Flip kitchen,9,3,5.8,5.1,0.7
3122,Beans,Halal Guys,10,3,1.0,1.0,0.0
3123,Beef,Globe,12,3,5.6,0.2,5.4
3124,Tune,Akino sushi,4,1,9.7,0.4,9.3
3125,Parmesan cheese,Southside,9,3,9.4,3.6,5.8
3126,Pizza,Ike's,12,3,8.5,0.5,8.0
3127,Parmesan cheese,Southside,7,2,9.8,2.5,7.3
3128,Parmesan cheese,Halal Guys,7,2,1.7,1.6,0.1
3129,Pork,Globe,9,3,9.2,5.0,4.2
3130,Drumsticks,Blaze pizza,6,2,6.9,4.7,2.2
3131,Burger,Globe,12,3,2.7,0.5,2.2
3132,Beans,Nue Vegan,10,3,5.3,0.1,5.2
3133,Chicken,Blaze pizza,4,1,5.2,1.2,4.0
3134,Fries,Southside,4,1,4.4,4.1,0.3
3135,Drumsticks,Chipotle,12,3,6.5,2.3,4.2
3136,Salad,Blaze pizza,5,2,8.7,2.3,6.4
3137,Tune,Ike's,3,1,7.7,3.9,3.8
3138,Parmesan cheese,Halal Guys,12,3,3.8,1.6,2.2
3139,Drumsticks,Akino sushi,11,3,8.6,5.9,2.7
3140,Salad,Chick-fil-a,7,2,2.4,0.9,1.5
3141,Parmesan cheese,Akino sushi,1,1,6.9,0.6,6.3
3142,Pork,Blaze pizza,4,1,7.9,3.9,4.0
3143,Fries,Chick-fil-a,12,3,2.2,1.9,0.3
3144,Drumsticks,Halal Guys,1,1,5.1,2.9,2.2
3145,Chicken,Southside,7,2,8.5,8.1,0.4
3146,Pizza,Blaze pizza,9,3,8.9,5.8,3.1
3147,Parmesan cheese,Nue Vegan,1,1,1.5,0.3,1.2
3148,Parmesan cheese,Chipotle,8,2,3.3,1.3,2.0
3149,Pizza,Halal Guys,6,2,2.4,1.9,0.5
3150,Pizza,Blaze pizza,6,2,7.7,6.6,1.1
3151,Drumsticks,Chick-fil-a,2,1,4.2,2.2,2.0
3152,Burger,Halal Guys,6,2,9.0,8.4,0.6
3153,Parmesan cheese,Halal Guys,9,3,7.3,2.2,5.1
3154,Pork,Halal Guys,1,1,2.2,1.7,0.5
3155,Drumsticks,Globe,8,2,3.4,0.6,2.8
3156,Pizza,Southside,8,2,3.1,2.9,0.2
3157,Parmesan cheese,Blaze pizza,10,3,4.5,4.0,0.5
3158,Chicken,Blaze pizza,5,2,1.6,1.5,0.1
3159,Beef,Akino sushi,12,3,7.2,4.0,3.2
3160,Salad,Chipotle,2,1,2.4,0.7,1.7
3161,Beef,Chipotle,7,2,1.6,1.3,0.3
3162,Beef,Blaze pizza,11,3,4.6,2.2,2.4
3163,Tune,Halal Guys,3,1,6.2,0.9,5.3
3164,Parmesan cheese,Blaze pizza,10,3,4.5,4.0,0.5
3165,Parmesan cheese,Chipotle,8,2,8.3,6.6,1.7
3166,Salad,Chipotle,1,1,9.1,8.0,1.1
3167,Tune,Southside,10,3,3.2,1.8,1.4
3168,Chicken,Nue Vegan,9,3,1.1,0.6,0.5
3169,Pork,Halal Guys,6,2,9.5,4.2,5.3
3170,Burger,Akino sushi,1,1,5.8,3.7,2.1
3171,Chicken,Flip kitchen,2,1,6.1,1.5,4.6
3172,Beef,Ike's,2,1,4.3,1.3,3.0
3173,Chicken,Akino sushi,9,3,9.5,4.7,4.8
3174,Fries,Blaze pizza,4,1,8.8,1.8,7.0
3175,Chicken,Chipotle,1,1,6.0,5.5,0.5
3176,Beef,Nue Vegan,7,2,9.5,1.3,8.2
3177,Pork,Chick-fil-a,3,1,5.2,0.8,4.4
3178,Beef,Chipotle,9,3,1.0,0.4,0.6
3179,Beans,Flip kitchen,3,1,9.2,3.4,5.8
3180,Salad,Halal Guys,11,3,1.5,1.3,0.2
3181,Fries,Akino sushi,9,3,5.6,1.4,4.2
3182,Burger,Southside,3,1,8.3,1.3,7.0
3183,Drumsticks,Ike's,1,1,10.0,1.8,8.2
3184,Parmesan cheese,Halal Guys,9,3,4.3,0.7,3.6
3185,Tune,Flip kitchen,5,2,5.9,3.1,2.8
3186,Chicken,Ike's,5,2,3.4,2.1,1.3
3187,Beef,Southside,12,3,5.9,3.4,2.5
3188,Burger,Globe,9,3,7.2,6.0,1.2
3189,Salad,Halal Guys,10,3,8.8,0.5,8.3
3190,Pizza,Southside,9,3,9.2,3.1,6.1
3191,Beef,Chipotle,10,3,4.8,0.7,4.1
3192,Drumsticks,Akino sushi,2,1,4.5,2.6,1.9
3193,Salad,Southside,4,1,7.0,6.9,0.1
3194,Beef,Blaze pizza,9,3,7.6,3.3,4.3
3195,Beans,Blaze pizza,2,1,9.3,8.4,0.9
3196,Tune,Nue Vegan,11,3,9.1,8.3,0.8
3197,Beans,Chipotle,10,3,3.1,0.3,2.8
3198,Salad,Southside,1,1,8.9,0.9,8.0
3199,Burger,Chipotle,11,3,8.4,5.8,2.6
3200,Burger,Blaze pizza,11,3,2.4,2.1,0.3
3201,Burger,Ike's,1,1,5.2,3.5,1.7
3202,Fries,Chick-fil-a,8,2,2.5,1.3,1.2
3203,Salad,Akino sushi,11,3,3.2,3.0,0.2
3204,Beef,Akino sushi,2,1,7.3,1.6,5.7
3205,Burger,Globe,10,3,3.5,1.6,1.9
3206,Parmesan cheese,Flip kitchen,4,1,5.0,4.1,0.9
3207,Tune,Nue Vegan,1,1,9.2,0.6,8.6
3208,Burger,Globe,12,3,2.2,0.8,1.4
3209,Drumsticks,Southside,9,3,5.9,0.2,5.7
3210,Burger,Southside,11,3,5.4,1.7,3.7
3211,Pork,Halal Guys,11,3,7.4,0.9,6.5
3212,Burger,Ike's,6,2,9.8,7.7,2.1
3213,Drumsticks,Globe,5,2,5.8,2.2,3.6
3214,Tune,Blaze pizza,11,3,4.2,3.9,0.3
3215,Chicken,Chick-fil-a,9,3,3.1,0.2,2.9
3216,Pizza,Blaze pizza,6,2,9.6,5.8,3.8
3217,Salad,Ike's,8,2,3.5,1.2,2.3
3218,Salad,Blaze pizza,5,2,5.0,4.0,1.0
3219,Pork,Flip kitchen,5,2,4.6,1.0,3.6
3220,Beans,Nue Vegan,5,2,2.4,0.3,2.1
3221,Fries,Southside,1,1,9.2,4.5,4.7
3222,Chicken,Chipotle,7,2,9.0,8.9,0.1
3223,Salad,Flip kitchen,9,3,1.2,0.5,0.7
3224,Chicken,Akino sushi,6,2,8.8,3.9,4.9
3225,Pizza,Chick-fil-a,3,1,7.1,1.9,5.2
3226,Pizza,Flip kitchen,9,3,8.8,6.8,2.0
3227,Pizza,Ike's,10,3,5.5,2.9,2.6
3228,Pork,Chipotle,11,3,3.4,3.0,0.4
3229,Burger,Chipotle,8,2,4.4,0.3,4.1
3230,Tune,Akino sushi,6,2,4.7,2.9,1.8
3231,Fries,Nue Vegan,6,2,7.2,1.0,6.2
3232,Parmesan cheese,Halal Guys,6,2,6.6,4.9,1.7
3233,Tune,Southside,7,2,5.3,2.2,3.1
3234,Beans,Southside,4,1,7.0,4.2,2.8
3235,Drumsticks,Ike's,9,3,7.6,5.2,2.4
3236,Fries,Nue Vegan,5,2,2.2,0.2,2.0
3237,Beans,Halal Guys,6,2,7.5,3.5,4.0
3238,Salad,Southside,11,3,8.1,3.8,4.3
3239,Drumsticks,Akino sushi,7,2,8.8,1.4,7.4
3240,Beef,Southside,4,1,8.4,2.5,5.9
3241,Fries,Blaze pizza,6,2,1.4,1.0,0.4
3242,Fries,Ike's,11,3,1.2,0.8,0.4
3243,Beans,Globe,3,1,8.6,8.1,0.5
3244,Chicken,Blaze pizza,2,1,3.6,0.0,3.6
3245,Salad,Ike's,3,1,4.5,4.0,0.5
3246,Chicken,Halal Guys,4,1,1.8,0.4,1.4
3247,Fries,Halal Guys,1,1,9.8,7.5,2.3
3248,Burger,Chipotle,3,1,3.9,0.2,3.7
3249,Pizza,Blaze pizza,6,2,7.0,5.3,1.7
3250,Burger,Chipotle,7,2,4.1,1.9,2.2
3251,Pizza,Ike's,2,1,5.9,0.4,5.5
3252,Pork,Chipotle,4,1,4.9,1.5,3.4
3253,Parmesan cheese,Halal Guys,5,2,9.5,4.1,5.4
3254,Pizza,Flip kitchen,4,1,3.2,0.3,2.9
3255,Pizza,Chick-fil-a,3,1,2.4,0.2,2.2
3256,Chicken,Globe,4,1,4.2,2.8,1.4
3257,Fries,Southside,7,2,5.9,4.0,1.9
3258,Parmesan cheese,Globe,9,3,2.4,0.0,2.4
3259,Burger,Globe,10,3,3.6,3.1,0.5
3260,Salad,Ike's,9,3,7.9,3.5,4.4
3261,Beans,Blaze pizza,4,1,2.4,2.1,0.3
3262,Chicken,Ike's,3,1,8.9,7.3,1.6
3263,Tune,Nue Vegan,2,1,5.4,2.3,3.1
3264,Drumsticks,Ike's,7,2,7.4,4.2,3.2
3265,Salad,Globe,9,3,6.7,3.8,2.9
3266,Pork,Chipotle,7,2,2.6,2.4,0.2
3267,Parmesan cheese,Nue Vegan,5,2,8.1,7.1,1.0
3268,Chicken,Globe,7,2,8.8,5.9,2.9
3269,Pork,Blaze pizza,3,1,5.9,1.2,4.7
3270,Chicken,Southside,6,2,8.3,6.6,1.7
3271,Tune,Globe,3,1,3.2,2.0,1.2
3272,Chicken,Blaze pizza,3,1,6.4,4.2,2.2
3273,Tune,Southside,11,3,7.1,5.7,1.4
3274,Pizza,Blaze pizza,5,2,8.5,0.9,7.6
3275,Burger,Halal Guys,10,3,1.4,0.6,0.8
3276,Burger,Blaze pizza,1,1,3.5,1.6,1.9
3277,Salad,Akino sushi,10,3,6.1,6.0,0.1
3278,Beef,Flip kitchen,12,3,9.8,2.0,7.8
3279,Pork,Ike's,1,1,1.5,0.7,0.8
3280,Tune,Southside,7,2,4.7,2.5,2.2
3281,Pork,Flip kitchen,8,2,4.0,1.4,2.6
3282,Parmesan cheese,Globe,5,2,6.8,0.2,6.6
3283,Burger,Nue Vegan,1,1,5.6,1.9,3.7
3284,Pizza,Nue Vegan,8,2,5.7,0.1,5.6
3285,Parmesan cheese,Globe,2,1,9.8,7.3,2.5
3286,Pizza,Chipotle,12,3,6.6,1.8,4.8
3287,Drumsticks,Ike's,6,2,5.2,3.9,1.3
3288,Salad,Flip kitchen,9,3,7.5,0.8,6.7
3289,Beef,Southside,2,1,9.7,1.8,7.9
3290,Salad,Blaze pizza,3,1,9.7,1.3,8.4
3291,Drumsticks,Chick-fil-a,2,1,6.1,6.0,0.1
3292,Chicken,Halal Guys,9,3,8.4,0.5,7.9
3293,Pizza,Globe,1,1,4.0,1.1,2.9
3294,Tune,Globe,6,2,4.6,1.9,2.7
3295,Beef,Southside,5,2,5.2,4.3,0.9
3296,Pizza,Halal Guys,7,2,9.4,7.4,2.0
3297,Fries,Southside,7,2,6.5,3.7,2.8
3298,Burger,Ike's,3,1,3.9,3.5,0.4
3299,Pizza,Chipotle,5,2,9.7,2.0,7.7
3300,Tune,Halal Guys,6,2,6.5,3.7,2.8
3301,Fries,Halal Guys,5,2,6.0,5.6,0.4
3302,Beans,Chick-fil-a,7,2,1.8,0.3,1.5
3303,Parmesan cheese,Halal Guys,11,3,4.2,2.1,2.1
3304,Fries,Flip kitchen,8,2,7.6,1.5,6.1
3305,Beef,Nue Vegan,4,1,3.1,1.8,1.3
3306,Burger,Halal Guys,3,1,2.7,2.0,0.7
3307,Fries,Akino sushi,9,3,8.7,5.3,3.4
3308,Burger,Akino sushi,2,1,6.3,3.6,2.7
3309,Chicken,Globe,1,1,6.8,3.1,3.7
3310,Drumsticks,Globe,1,1,8.2,7.8,0.4
3311,Drumsticks,Halal Guys,9,3,1.2,1.0,0.2
3312,Salad,Halal Guys,2,1,8.7,5.6,3.1
3313,Chicken,Halal Guys,1,1,1.7,1.0,0.7
3314,Drumsticks,Halal Guys,11,3,4.0,1.0,3.0
3315,Chicken,Nue Vegan,11,3,9.0,3.2,5.8
3316,Beef,Chick-fil-a,6,2,7.3,3.7,3.6
3317,Pork,Globe,11,3,9.8,9.0,0.8
3318,Salad,Chick-fil-a,11,3,4.9,4.3,0.6
3319,Drumsticks,Nue Vegan,9,3,2.4,0.3,2.1
3320,Burger,Chipotle,4,1,5.3,5.0,0.3
3321,Beans,Ike's,10,3,7.1,6.0,1.1
3322,Pork,Flip kitchen,2,1,8.8,7.0,1.8
3323,Fries,Halal Guys,10,3,2.5,0.5,2.0
3324,Tune,Halal Guys,4,1,5.2,3.1,2.1
3325,Fries,Globe,7,2,9.2,7.3,1.9
3326,Beans,Flip kitchen,6,2,8.8,7.2,1.6
3327,Pork,Chipotle,12,3,2.6,2.6,0.0
3328,Chicken,Blaze pizza,8,2,5.1,2.6,2.5
3329,Pizza,Halal Guys,8,2,8.0,5.3,2.7
3330,Beef,Akino sushi,9,3,3.8,0.4,3.4
3331,Beef,Flip kitchen,1,1,5.8,2.4,3.4
3332,Tune,Halal Guys,7,2,6.6,4.4,2.2
3333,Fries,Halal Guys,3,1,3.4,2.7,0.7
3334,Salad,Ike's,11,3,4.2,3.3,0.9
3335,Tune,Chipotle,12,3,2.8,2.0,0.8
3336,Beef,Flip kitchen,3,1,8.8,7.9,0.9
3337,Beef,Halal Guys,5,2,9.4,4.9,4.5
3338,Salad,Chipotle,5,2,6.2,4.6,1.6
3339,Drumsticks,Nue Vegan,3,1,2.7,2.5,0.2
3340,Fries,Ike's,7,2,3.2,0.7,2.5
3341,Pork,Chipotle,11,3,5.8,2.3,3.5
3342,Tune,Blaze pizza,6,2,7.4,1.1,6.3
3343,Burger,Blaze pizza,4,1,5.5,1.5,4.0
3344,Beef,Southside,4,1,6.0,4.9,1.1
3345,Drumsticks,Southside,11,3,6.8,3.2,3.6
3346,Chicken,Chick-fil-a,5,2,8.3,4.5,3.8
3347,Beef,Akino sushi,7,2,4.7,4.0,0.7
3348,Beef,Flip kitchen,4,1,2.7,0.3,2.4
3349,Chicken,Chick-fil-a,6,2,5.4,3.9,1.5
3350,Fries,Nue Vegan,3,1,6.0,4.5,1.5
3351,Pork,Southside,4,1,8.0,3.9,4.1
3352,Tune,Akino sushi,9,3,4.3,2.8,1.5
3353,Burger,Flip kitchen,6,2,1.1,0.7,0.4
3354,Burger,Chipotle,12,3,1.1,0.1,1.0
3355,Salad,Ike's,1,1,3.3,0.5,2.8
3356,Beans,Globe,12,3,7.1,5.7,1.4
3357,Burger,Globe,1,1,8.7,6.3,2.4
3358,Drumsticks,Chick-fil-a,7,2,3.3,0.2,3.1
3359,Parmesan cheese,Ike's,11,3,4.5,4.3,0.2
3360,Pizza,Chick-fil-a,9,3,2.3,1.6,0.7
3361,Burger,Southside,9,3,9.3,7.0,2.3
3362,Pizza,Akino sushi,6,2,6.1,3.9,2.2
3363,Burger,Ike's,2,1,5.1,0.9,4.2
3364,Fries,Halal Guys,6,2,10.0,0.6,9.4
3365,Fries,Chick-fil-a,7,2,3.0,0.9,2.1
3366,Beef,Globe,11,3,4.2,3.4,0.8
3367,Tune,Globe,11,3,6.5,5.0,1.5
3368,Chicken,Chipotle,10,3,2.3,1.3,1.0
3369,Beans,Southside,2,1,5.2,0.4,4.8
3370,Parmesan cheese,Nue Vegan,4,1,9.7,2.9,6.8
3371,Salad,Globe,10,3,9.6,8.1,1.5
3372,Pizza,Nue Vegan,10,3,8.6,7.8,0.8
3373,Tune,Globe,6,2,5.6,0.3,5.3
3374,Chicken,Halal Guys,9,3,8.1,2.6,5.5
3375,Drumsticks,Chick-fil-a,10,3,7.8,3.7,4.1
3376,Pizza,Chick-fil-a,4,1,9.2,2.4,6.8
3377,Burger,Chipotle,6,2,7.5,3.2,4.3
3378,Burger,Akino sushi,5,2,7.7,2.3,5.4
3379,Beef,Chipotle,9,3,9.4,0.5,8.9
3380,Beans,Chipotle,6,2,6.1,0.4,5.7
3381,Chicken,Nue Vegan,5,2,7.2,3.9,3.3
3382,Fries,Nue Vegan,3,1,2.7,0.9,1.8
3383,Fries,Nue Vegan,1,1,3.4,0.7,2.7
3384,Tune,Akino sushi,10,3,6.6,5.4,1.2
3385,Beans,Nue Vegan,4,1,7.6,0.7,6.9
3386,Tune,Halal Guys,9,3,7.7,4.9,2.8
3387,Beef,Ike's,6,2,6.8,5.5,1.3
3388,Salad,Akino sushi,10,3,2.1,0.9,1.2
3389,Chicken,Flip kitchen,8,2,1.4,0.3,1.1
3390,Drumsticks,Chipotle,2,1,8.7,6.0,2.7
3391,Tune,Chick-fil-a,4,1,7.4,2.8,4.6
3392,Salad,Ike's,11,3,7.9,4.8,3.1
3393,Beans,Nue Vegan,3,1,7.4,3.8,3.6
3394,Fries,Flip kitchen,9,3,3.1,2.5,0.6
3395,Tune,Akino sushi,10,3,9.0,8.0,1.0
3396,Beans,Halal Guys,5,2,4.7,4.0,0.7
3397,Tune,Blaze pizza,4,1,1.1,0.9,0.2
3398,Parmesan cheese,Ike's,2,1,6.7,4.9,1.8
3399,Chicken,Akino sushi,8,2,3.6,2.4,1.2
3400,Tune,Flip kitchen,2,1,8.8,1.4,7.4
3401,Parmesan cheese,Southside,3,1,8.1,1.1,7.0
3402,Beans,Ike's,10,3,1.8,1.6,0.2
3403,Fries,Nue Vegan,5,2,6.4,4.8,1.6
3404,Chicken,Blaze pizza,11,3,3.2,2.6,0.6
3405,Parmesan cheese,Halal Guys,7,2,7.0,7.0,0.0
3406,Tune,Chick-fil-a,1,1,1.9,1.5,0.4
3407,Burger,Globe,1,1,8.0,6.7,1.3
3408,Chicken,Ike's,1,1,7.2,1.1,6.1
3409,Beef,Globe,12,3,6.0,2.0,4.0
3410,Beans,Blaze pizza,10,3,1.2,0.1,1.1
3411,Salad,Akino sushi,9,3,4.0,2.0,2.0
3412,Burger,Southside,11,3,9.7,0.7,9.0
3413,Parmesan cheese,Ike's,1,1,2.2,0.8,1.4
3414,Beans,Ike's,7,2,6.0,0.1,5.9
3415,Fries,Flip kitchen,1,1,3.1,1.2,1.9
3416,Parmesan cheese,Southside,9,3,3.9,1.6,2.3
3417,Parmesan cheese,Akino sushi,8,2,6.9,1.5,5.4
3418,Beef,Ike's,1,1,4.0,2.4,1.6
3419,Pizza,Flip kitchen,3,1,8.6,1.6,7.0
3420,Salad,Flip kitchen,4,1,7.4,6.3,1.1
3421,Parmesan cheese,Ike's,1,1,1.8,1.0,0.8
3422,Fries,Nue Vegan,7,2,3.8,0.5,3.3
3423,Beans,Globe,1,1,7.1,3.7,3.4
3424,Beans,Akino sushi,2,1,2.8,2.1,0.7
3425,Beans,Blaze pizza,6,2,8.3,4.1,4.2
3426,Chicken,Akino sushi,3,1,6.5,0.1,6.4
3427,Beef,Nue Vegan,12,3,7.6,2.6,5.0
3428,Salad,Flip kitchen,6,2,9.2,2.2,7.0
3429,Salad,Chipotle,4,1,8.0,3.8,4.2
3430,Chicken,Nue Vegan,10,3,9.2,8.6,0.6
3431,Beans,Ike's,12,3,9.7,3.2,6.5
3432,Drumsticks,Halal Guys,4,1,6.9,6.0,0.9
3433,Chicken,Nue Vegan,10,3,6.9,4.9,2.0
3434,Salad,Nue Vegan,10,3,3.5,3.1,0.4
3435,Chicken,Akino sushi,7,2,9.0,5.3,3.7
3436,Fries,Southside,4,1,1.0,1.0,0.0
3437,Tune,Halal Guys,10,3,3.9,2.4,1.5
3438,Pork,Globe,3,1,1.3,0.7,0.6
3439,Burger,Ike's,5,2,4.1,3.2,0.9
3440,Chicken,Southside,5,2,8.8,2.8,6.0
3441,Beans,Nue Vegan,10,3,6.4,6.0,0.4
3442,Burger,Halal Guys,6,2,2.4,2.3,0.1
3443,Salad,Blaze pizza,9,3,2.6,1.7,0.9
3444,Pork,Globe,9,3,2.9,2.6,0.3
3445,Chicken,Globe,9,3,7.8,2.3,5.5
3446,Pizza,Chipotle,5,2,8.8,0.5,8.3
3447,Parmesan cheese,Chick-fil-a,5,2,4.7,0.0,4.7
3448,Chicken,Chick-fil-a,10,3,9.6,7.1,2.5
3449,Beans,Blaze pizza,9,3,2.2,1.2,1.0
3450,Pork,Blaze pizza,3,1,4.4,0.4,4.0
3451,Chicken,Southside,9,3,3.9,2.7,1.2
3452,Beef,Southside,11,3,4.5,0.5,4.0
3453,Beans,Akino sushi,7,2,7.9,1.0,6.9
3454,Pork,Blaze pizza,11,3,4.4,2.5,1.9
3455,Beans,Globe,3,1,8.6,4.5,4.1
3456,Parmesan cheese,Blaze pizza,8,2,6.8,6.3,0.5
3457,Beef,Chipotle,1,1,5.9,5.8,0.1
3458,Parmesan cheese,Halal Guys,12,3,8.1,1.6,6.5
3459,Tune,Chipotle,5,2,9.6,6.2,3.4
3460,Drumsticks,Southside,12,3,1.4,0.7,0.7
3461,Beans,Flip kitchen,8,2,7.9,3.4,4.5
3462,Chicken,Nue Vegan,12,3,3.3,2.8,0.5
3463,Beef,Chick-fil-a,5,2,7.2,4.7,2.5
3464,Tune,Blaze pizza,3,1,7.5,4.0,3.5
